城市,区域,道路号,小区
上海,长宁,(长宁中山公园)中山西路360号,宁定大楼
上海,长宁,(长宁中山公园)长宁路1318弄,城宁花苑
上海,青浦,(青浦赵巷)郡峰路9号,万科晶源(公寓)
上海,青浦,(青浦盈浦)城北新村,城北新村
上海,闵行,(闵行静安新城)漕宝路1565弄,红明一村
上海,闵行,(闵行七宝)沪松公路195弄,豪世盛地
上海,浦东,(浦东御桥)御水路199弄1-19号,地杰国际城D街坊
上海,普陀,"(普陀桃浦)武威路1236弄21支弄,绿杨路36弄",桃浦三村石榴苑
上海,长宁,"(长宁仙霞)仙霞路579弄, 茅台路601弄, 茅台路597弄, 安龙路790弄, 安龙路798弄, 安龙路812弄, 安龙路820弄, 茅台路597弄, 水城路511弄, 水城路495弄, 水城路491弄, 水城路451号, 水城路449号, 水城路447号, 水城路445号, 茅台路585号, 茅台路593号",水霞小区
上海,杨浦,(杨浦新江湾城)国晓路500弄,九龙仓玺园
上海,嘉定,(嘉定江桥)海波路1000弄,中星海上名豪苑(三期)
上海,普陀,(普陀长风)泸定路555弄,雅戈尔长风8号
上海,浦东,(浦东惠南)拱海路240弄,惠康苑东苑
上海,浦东,(浦东高行)巨峰路667弄,证大家园(一期)
上海,宝山,(宝山罗泾)潘泾路4655弄,旭辉城
上海,闵行,(闵行闵浦)浦连路150弄,浦航新城博雅苑
上海,宝山,(宝山罗店)罗芬路1199弄,朗诗绿岛(公寓)
上海,黄浦,(黄浦打浦桥)打浦路398弄,东晖花苑
上海,浦东,(浦东梅园)松林路95弄1-12号,松林小区
上海,闵行,(闵行春申)普乐路333弄,江南欣苑(闵行)
上海,闵行,(闵行吴泾)剑川路100弄,双柏小区
上海,浦东,(浦东北蔡)下南路225弄,绿星小区
上海,徐汇,(徐汇斜土路)平江路170弄,平江路170弄
上海,静安,(静安彭浦)岭南路100弄,岭南路100弄
上海,浦东,(浦东联洋)锦绣路300弄,第九城市(一期)
上海,浦东,(浦东御桥)御山路390弄,绿地御桥苑
上海,浦东,(浦东新场)牌楼东路528弄,万科清林径
上海,宝山,(宝山共康)长临路1046弄,共康七村
上海,浦东,(浦东梅园)张杨路1647弄,桃林公寓
上海,普陀,(普陀桃浦)子洲路680弄,明丰世纪苑
上海,杨浦,(杨浦控江路)控江路18弄,控江路18弄
上海,徐汇,"(徐汇建国西路)永嘉路477号,太原路160号",太原别墅
上海,闵行,(闵行浦江)浦秀路1535弄,保利茉莉公馆二期
上海,徐汇,"(徐汇徐汇滨江)东安路800弄, 东安路800弄11号, 瑞平路13号",海珀旭晖
上海,闵行,(闵行梅陇)上中西路1285弄,望族苑
上海,浦东,"(浦东金桥)金湘路399弄, 新金桥路1088号, 金湘路399弄1-2号",中惠广场
上海,浦东,(浦东川沙)新德路908弄,合欢公寓
上海,闵行,(闵行闵浦)闵驰一路197弄,汇秀景苑三街坊
上海,嘉定,"(嘉定嘉定老城)李园一村, 李园一村82弄",李园一村
上海,静安,"(静安大宁)大宁路540弄, 大宁路570号, 大宁路574号, 大宁路582号, 大宁路594号, 大宁路578号",宁和小区
上海,浦东,(浦东新场)石笋一村,石笋一村
上海,宝山,"(宝山罗店)美丹路188弄, 罗芬路985号, 罗芬路983号",信达郡庭
上海,闵行,(闵行闵浦)浦连路388弄,金硕河畔景园东区
上海,浦东,"(浦东世博)成山路648弄25-32号,成山路668弄21-58号",恒大星级公寓
上海,闵行,(闵行闵浦)欣佳宝邸257弄,欣佳宝邸(南区)
上海,闵行,(闵行莘庄)黎安路551弄,黎安一村（南区）
上海,长宁,(长宁古北)虹桥路1720弄9-12号,美丽华花园(公寓)
上海,浦东,(浦东三林)上浦路510弄,凌兆新村(上浦路510弄)
上海,普陀,(普陀长风)长风二村,长风二村风荷园
上海,闵行,(闵行华漕)繁兴路300弄,西郊九韵城
上海,浦东,"(浦东金杨)德平路34弄,德平路24弄",罗山二村
上海,浦东,(浦东三林)凌兆路586弄,凌兆新村(凌兆路586弄)
上海,奉贤,(奉贤海湾)海泉路555弄,海尚墅林苑
上海,静安,"(静安大宁)延长中路370弄, 延长中路460号, 延长中路480号, 延长中路500弄, 延长中路520号, 延长中路360号, 延长中路530号, 延长中路420号, 延长中路390号, 延长中路510号",延铁小区
上海,浦东,"(浦东联洋)锦绣路800弄, 迎春路858号, 迎春路878号, 迎春路848号",天安花园
上海,闵行,"(闵行老闵行)新闵路522弄,江川东路863弄",新闵小区
上海,普陀,"(普陀真如)芝川路81弄,芝川路138弄",曹杨花苑
上海,浦东,"(浦东世博)昌里东路411弄,南码头路1316弄",齐八小区
上海,长宁,(长宁镇宁路)东诸安浜路165弄,北汪小区
上海,奉贤,(奉贤西渡)奉贤区西渡镇水岸家苑,水岸家苑
上海,黄浦,"(黄浦豫园)大境路50号,方浜中路523号",佳日公寓
上海,宝山,(宝山顾村)富长路1080弄1-359号,绿地公元1860
上海,杨浦,(杨浦周家嘴路)周家嘴路2188弄,泰鸿苑
上海,浦东,"(浦东陆家嘴)东昌新村, 东宁路348号, 东宁路350号, 东宁路360号",东昌新村
上海,徐汇,"(徐汇漕河泾)桂林路399号,钦州北路885弄,钦州北路888弄",桂林苑
上海,浦东,(浦东北蔡)锦绣路3841弄,联勤小区
上海,静安,(静安大宁)大宁路660弄,大宁路660弄
上海,松江,(松江泗泾)泽悦路211弄,兰花清苑
上海,闵行,"(闵行金虹桥)张虹路135弄,吴中路380弄",海联花苑
上海,普陀,"(普陀长征)金沙江路2388弄，金沙江路2438弄, 金沙江路2334号, 金沙江路2378号, 金沙江路2380号, 金沙江路2372号, 金沙江路2312号, 金沙江路2412号",泰宸苑
上海,宝山,(宝山顾村)顾北路666号,旭辉依云湾
上海,静安,"(静安大宁)广延路350弄,共和新路1895弄",上工新村
上海,闵行,(闵行闵浦)浦涛路400弄,瑞和新苑浦涛路400弄
上海,嘉定,"(嘉定江桥)海波路118弄, 海波路118弄35号, 海波路118弄63号, 海波路118弄22号",嘉城雅颂湾
上海,闵行,"(闵行航华)航北路123弄（一期）, 航北路180弄（二期）, 航东路528弄45支弄（三期）, 航东路366号",新明星花园
上海,闵行,(闵行华漕)北翟路2000弄51支弄,虹桥1号
上海,松江,(松江莘闵别墅)莘松路1288弄101-526号,绿洲长岛花园
上海,浦东,(浦东外高桥)杨高北路610弄1-4号,品臻国际公寓
上海,宝山,"(宝山顾村)陆翔路1018弄, 丹霞山路50弄",龙湖北城天街
上海,浦东,(浦东川沙)华夏东路1152弄,沙田公寓
上海,宝山,(宝山淞宝)宝林支路28号,宝林九村
上海,闵行,(闵行金虹桥)虹中路460弄,流晶逸彩
上海,宝山,(宝山淞宝)永清新村,永清新村
上海,奉贤,"(奉贤南桥)泽丰路88弄,泽丰路89弄,泽丰路262弄",恒盛湖畔豪庭
上海,宝山,(宝山月浦)庆安一村,庆安一村
上海,浦东,(浦东康桥)秀沿路1177弄1、2、3、7、9支弄,康桥半岛(秀沿路1177弄)
上海,闵行,(闵行颛桥)都市路2501弄,金铭文博水景(公寓)
上海,浦东,(浦东川沙)妙境路600弄,妙境公寓
上海,虹口,"(虹口凉城)建机新村1-16号, 商业二村1-47号, 洛阳新村1-27号",商洛小区
上海,青浦,"(青浦朱家角)孟将堂路111弄, 孟将堂路188弄",绿地朱家角1号
上海,浦东,(浦东塘桥)浦明路1199弄,九龙仓滨江壹十八
上海,浦东,(浦东杨思前滩)高青路2861弄,万科金色里程(公寓)
上海,浦东,"(浦东唐镇)唐镇路275弄,唐镇路320弄,唐镇路321弄,唐镇路341弄,唐镇路366弄,唐镇路379弄,唐镇路380弄",东唐苑
上海,虹口,(虹口临平路)海伦路306弄,海昌苑
上海,浦东,(浦东梅园)浦东大道988弄,东晶国际公寓
上海,宝山,"(宝山张庙)泗塘二村, 长江西路1470号",泗塘二村
上海,浦东,"(浦东北蔡)下南路501弄,下南路551弄",南新四村
上海,徐汇,(徐汇华东理工)梅陇路565弄1-6号,森陇家园
上海,杨浦,(杨浦中原)国伟路100弄,城市方园
上海,嘉定,(嘉定菊园新区)红石路730弄,汇丰凯苑
上海,闵行,(闵行梅陇)龙州南路58弄,城开珑庭
上海,杨浦,"(杨浦中原)民京路558弄,民京路658弄",民庆家园
上海,普陀,(普陀武宁)宁夏路353弄,绿地世纪城(一期)
上海,虹口,"(虹口凉城)凉城路465弄,凉城路539弄,广灵四路572弄",秀苑小区
上海,松江,(松江松江老城)松乐路128号,月厦新天地
上海,杨浦,(杨浦黄兴公园)延吉四村,延吉四村
上海,松江,(松江松江老城)乐都路23号,乐都路23号
上海,杨浦,(杨浦控江路)凤城六村,凤城六村
上海,普陀,"(普陀甘泉宜川)宜川一村, 宜川一村01-19号（单号）, 骊山路260号, 骊山路262号, 宜川一村110号",宜川一村
上海,宝山,(宝山罗店)天家路200弄,美罗家园宝欣苑五村
上海,嘉定,(嘉定安亭)泽普路588弄,安亭中央公园
上海,静安,(静安南京西路)南阳路183弄,南阳小区
上海,浦东,"(浦东梅园)乳山路114弄1-25号, 东方路402弄1-19号",乳山四村
上海,嘉定,"(嘉定嘉定新城)白银路928弄,高台路1333弄",旭辉华庭
上海,浦东,"(浦东南码头)浦三路628弄, 浦三路630弄, 浦三路640弄, 浦三路650弄",浦三路628弄
上海,浦东,(浦东洋泾)羽山路1001弄,森林湾公寓
上海,嘉定,"(嘉定安亭)秦安路27弄, 秦安路3号",大名城名郡
上海,宝山,(宝山共康)三泉路1859弄,宝宸怡景园
上海,普陀,(普陀长征)花家浜路260弄,丰庄六街坊
上海,徐汇,(徐汇康健)康健路16弄1-13号,康惠苑
上海,杨浦,(杨浦黄兴公园)延吉二村,延吉二村
上海,长宁,(长宁天山)长宁路3229弄,新宁小区
上海,普陀,"(普陀武宁)中山北路3620弄,中山北路3644弄,中山北路3676弄,中山北路3700弄",曹家巷小区
上海,浦东,(浦东康桥)上南路6500弄,阳光城丽景湾PLUS
上海,松江,(松江九亭)九杜路909弄,新虹桥首府(公寓)
上海,静安,(静安西藏北路)中华新路485弄,中华新路485弄
上海,黄浦,(黄浦世博滨江)高雄路189号,望江苑
上海,黄浦,(黄浦蓬莱公园)南车站路318弄,豫景公寓
上海,闵行,(闵行马桥)中青路1555弄,绿城玫瑰园
上海,闵行,(闵行金虹桥)伊犁南路34弄1-2号,东航明珠公寓
上海,浦东,"(浦东花木)牡丹路258弄1-26号, 牡丹路340弄, 牡丹路259弄",金桂小区
上海,长宁,(长宁虹桥)虹古路11弄2-30号,虹景花苑
上海,宝山,(宝山顾村)菊太路1221弄,好日子大家园C区
上海,浦东,(浦东唐镇)唐安路199弄,圣马丽诺桥语
上海,浦东,(浦东新场)新环北路1080弄,汇锦城三期
上海,浦东,(浦东航头)航定路568弄,长泰东郊御园(公寓)
上海,闵行,(闵行莘庄)莘西南路155弄,沁春园二村
上海,浦东,(浦东张江)罗山路2255弄,汤臣湖庭
上海,闵行,"(闵行颛桥)都市路3566弄（南区）,都市路3588弄（北区）",好世樱园
上海,闵行,"(闵行莘庄)莘松三村, 莘沥路363弄",莘松三村
上海,闵行,(闵行金汇)虹井路618弄1-98号,金汇花园一街坊
上海,长宁,(长宁古北)荣华东道46-50号,雅典花苑
上海,虹口,"(虹口临平路)周家嘴路1043弄, 周家嘴路1063弄, 飞虹路390弄",飘鹰花苑
上海,宝山,(宝山大场镇)南大路6弄,骏华苑
上海,黄浦,(黄浦黄浦滨江)中华路429弄,绿地名人坊
上海,青浦,(青浦夏阳)沪青平公路5599弄,金地格林郡
上海,浦东,(浦东金桥)平度路488弄，平度路485弄,金桥一景
上海,奉贤,"(奉贤庄行)三城路455弄, 三民路561弄",丽水湾
上海,松江,(松江松江老城)乐都西路1629弄,华亭新家百合苑
上海,宝山,(宝山淞宝)永清二村,永清二村
上海,闵行,"(闵行老闵行)碧江路195弄,宾川路195弄",电机四村
上海,闵行,"(闵行莘庄)莘西南路400弄,莘西南路380弄",沁春园一村
上海,浦东,(浦东洋泾)羽山路1446弄,崮山小区三街坊
上海,浦东,(浦东洋泾)海防新村,海防新村
上海,浦东,(浦东梅园)乳山路313弄,乳山三村
上海,浦东,"(浦东北蔡)紫叶路115弄, 紫叶路65弄, 紫叶路140弄, 紫叶路115弄, 紫叶路127弄, 紫叶路51弄, 紫叶路140弄, 紫叶路147弄, 紫叶路101弄, 紫叶路81弄, 紫叶路192弄, 紫叶路276弄, 紫叶路152弄, 紫叶路128弄, 紫叶路116弄, 紫叶路100弄, 紫叶路80弄, 紫叶路66弄, 紫叶路50弄",紫叶花园
上海,青浦,"(青浦夏阳)华浦南路699弄, 华青南路610弄",夏阳湖国际花园
上海,普陀,(普陀真光)桃浦路743弄,清涧八街坊
上海,闵行,(闵行金虹桥)虹梅路3297弄,华光花园
上海,松江,(松江松江新城)新松江路1388弄,紫东新苑
上海,虹口,(虹口临平路)瑞虹路383弄,瑞虹新城(三期)
上海,闵行,(闵行金汇)金汇南路258弄,锦绣江南三期(公寓)
上海,徐汇,"(徐汇华东理工)罗秀路1175弄,虹梅南路680弄",陇南小区
上海,长宁,"(长宁北新泾)北渔路28弄, 北翟路153",长宁馥邦苑
上海,长宁,(长宁仙霞)古北路555弄,虹桥华庭
上海,浦东,"(浦东世博)灵岩路79弄, 德州路210弄, 德州路220弄, 德州路230弄, 德州路214号, 德州路216号, 德州路218号, 德州路222号, 德州路224号, 德州路226号",德州五村
上海,宝山,(宝山顾村)韶山路418弄,馨佳园(韶山路418弄)
上海,宝山,(宝山淞宝)宝钢六村,宝钢六村
上海,浦东,(浦东杨思前滩)杨南路797弄,纯翠苑
上海,徐汇,(徐汇田林)中山西路1790弄1-8号,兆丰虹桥公寓
上海,浦东,(浦东金桥)胶东路855弄,金舟苑
上海,宝山,(宝山淞宝)宝钢八村,宝钢八村
上海,嘉定,(嘉定安亭)墨玉路164弄,玉兰一村
上海,浦东,(浦东三林)凌兆路379弄,凌兆新村(凌兆路379弄)
上海,徐汇,(徐汇徐家汇)蒲汇塘路163弄,泰德苑
上海,虹口,(虹口凉城)友谊二村,友谊二村
上海,长宁,(长宁新华路)虹桥路996弄,长虹小区
上海,普陀,(普陀长寿路)安远路16弄,宗鑫公寓
上海,长宁,(长宁古北)黄金城道600弄,古北国际花园
上海,浦东,(浦东三林)凌兆路530弄,凌兆新村(凌兆路530弄)
上海,宝山,(宝山上大)锦秋路655弄,远东君悦庭
上海,浦东,"(浦东北蔡)成山路2222弄, 成山路2236号",锦华东南苑
上海,长宁,(长宁中山公园)中山西路189弄1-6号,虹桥世家花园(公寓)
上海,浦东,(浦东高行)兰嵩路360弄,高行绿洲(六期)
上海,徐汇,(徐汇康健)钦州路108号,梓树园
上海,虹口,(虹口鲁迅公园)四平路421弄,四平路421弄
上海,杨浦,(杨浦东外滩)济宁路29弄,嘉禄公寓
上海,虹口,(虹口凉城)友谊三村1-33号,友谊三村
上海,徐汇,(徐汇华东理工)梅陇六村,梅陇六村
上海,浦东,(浦东杨思前滩)杨新路197弄,安临小区
上海,闵行,(闵行龙柏)黄桦路247号,俊领国际酒店公寓
上海,闵行,(闵行金虹桥)虹梅路3321弄1-67号,华光公寓
上海,杨浦,(杨浦东外滩)齐齐哈尔路598弄,锦杨苑
上海,松江,(松江车墩)好莱坞小区,好莱坞小区
上海,长宁,"(长宁虹桥)水城路21弄, 水城路45弄, 水城路23弄, 水城路47弄6-20号, 水城路45弄21支弄, 水城路21弄13支弄",虹日小区
上海,杨浦,"(杨浦黄兴公园)延吉七村,营口路113弄",延吉七村
上海,闵行,(闵行金虹桥)华光路300弄,虹桥帝梵尼
上海,虹口,(虹口四川北路)横浜路123弄,金机大厦(公寓)
上海,浦东,(浦东三林)凌兆路334弄,凌兆新村(凌兆路334弄)
上海,松江,(松江泗泾)泗泾镇泗陈公路501弄,西南名苑
上海,浦东,(浦东花木)龙东路55弄（杜鹃路55弄）,梅花新村(花木)
上海,浦东,(浦东塘桥)塘桥新路182弄,茂兴大厦
上海,杨浦,(杨浦五角场)纪念路289弄,三湘世纪花城
上海,长宁,"(长宁中山公园)玉屏南路537弄, 玉屏南路561弄, 玉屏南路567号, 玉屏南路549号, 玉屏南路557号, 玉屏南路559号, 玉屏南路565号, 玉屏南路569号, 玉屏南路541号, 玉屏南路543号, 玉屏南路545号, 玉屏南路551号, 玉屏南路555号, 玉屏南路547号",新光小区
上海,嘉定,(嘉定安亭)墨玉路362弄,玉兰三村
上海,闵行,(闵行七宝)沪松路62弄（沪松公路62弄）,佳宝新村
上海,奉贤,(奉贤西渡)西闸公路1800弄,澳洲国际花园(公寓)
上海,徐汇,(徐汇龙华)龙恒路280弄,恒地苑
上海,徐汇,(徐汇徐家汇)零陵路789弄,创世纪花园
上海,静安,"(静安不夜城)太阳山路188弄, 长兴路51号, 长兴路49号",中海万锦城(二期)
上海,闵行,(闵行金虹桥)虹梅路2555弄,虹兴苑
上海,浦东,(浦东川沙)华夏东路1260弄,晨光公寓
上海,宝山,"(宝山淞南)郁江巷路129弄, 长江南路1036号, 长江南路1038号",三湘海尚城(公寓)
上海,静安,"(静安曹家渡)新闸路1910弄,新闸路1940弄",四和花园
上海,虹口,"(虹口曲阳)赤峰路365弄, 曲阳路584号, 赤峰路363号, 曲阳路598号, 玉田支路25号, 玉田支路31号, 玉田支路37号, 玉田支路39号, 曲阳路590号, 玉田支路21号, 曲阳路596号, 玉田支路23号, 玉田支路27号, 玉田支路29号, 玉田支路35号, 玉田支路41号, 曲阳路588号, 曲阳路582号",密三小区
上海,闵行,(闵行老闵行)金平路558弄,合生城邦三街坊
上海,静安,"(静安永和)少年村路479弄（一期）,康宁路616弄（二期）",白玉兰馨园
上海,徐汇,(徐汇万体馆)漕溪路135号,金浦大楼
上海,浦东,(浦东陆家嘴)东园一村101-139号,东园一村
上海,闵行,(闵行老闵行)瑞丽路528弄,瑞丽名邸
